Store,Dept,SuperBowlSales,ChristmasSales,ThanksgivingSales,MayorVenta
1,5,36667.65,34981.76,70158.86,ThanksgivingSales
1,5,36667.65,32280.82,79340.15,ThanksgivingSales
1,5,36667.65,32280.82,70158.86,ThanksgivingSales
1,5,38096.04,34981.76,79340.15,ThanksgivingSales
1,5,38096.04,34981.76,70158.86,ThanksgivingSales
1,5,38096.04,32280.82,79340.15,ThanksgivingSales
1,5,38096.04,32280.82,70158.86,ThanksgivingSales
1,6,9135,6629.6,18629.83,SuperBowlSales
1,6,9135,6629.6,20163.69,SuperBowlSales
1,6,9135,5878.25,18629.83,SuperBowlSales
1,6,9135,5878.25,20163.69,SuperBowlSales
1,6,4542.8,6629.6,18629.83,ChristmasSales
1,6,4542.8,6629.6,20163.69,ChristmasSales
1,6,4542.8,5878.25,18629.83,ChristmasSales
1,6,4542.8,5878.25,20163.69,ChristmasSales
1,6,7338.85,6629.6,18629.83,SuperBowlSales
1,6,7338.85,6629.6,20163.69,SuperBowlSales
1,6,7338.85,5878.25,18629.83,SuperBowlSales
1,6,7338.85,5878.25,20163.69,SuperBowlSales
1,7,18310.31,38216.01,71151.34,ThanksgivingSales
1,7,18310.31,38216.01,72635.06,ThanksgivingSales
1,7,18310.31,27433.06,71151.34,ThanksgivingSales
1,7,18310.31,27433.06,72635.06,ThanksgivingSales
1,7,21169.06,38216.01,71151.34,ThanksgivingSales
1,7,21169.06,38216.01,72635.06,ThanksgivingSales
1,7,21169.06,27433.06,71151.34,ThanksgivingSales
1,7,21169.06,27433.06,72635.06,ThanksgivingSales
1,7,21619.05,38216.01,71151.34,ThanksgivingSales
1,7,21619.05,38216.01,72635.06,ThanksgivingSales
1,7,21619.05,27433.06,71151.34,ThanksgivingSales
1,7,21619.05,27433.06,72635.06,ThanksgivingSales
1,8,37334.83,32419.78,33243.85,SuperBowlSales
1,8,37334.83,32419.78,34099.53,SuperBowlSales
1,8,37334.83,32751.73,33243.85,SuperBowlSales
1,8,37334.83,32751.73,34099.53,SuperBowlSales
1,8,36011.09,32419.78,33243.85,SuperBowlSales
1,8,36011.09,32419.78,34099.53,SuperBowlSales
1,8,36011.09,32751.73,33243.85,SuperBowlSales
1,8,36011.09,32751.73,34099.53,SuperBowlSales
1,8,38317.89,32419.78,33243.85,SuperBowlSales
1,8,38317.89,32419.78,34099.53,SuperBowlSales
1,8,38317.89,32751.73,33243.85,SuperBowlSales
1,8,38317.89,32751.73,34099.53,SuperBowlSales
1,9,16562.49,27192.39,42228.79,ThanksgivingSales
1,9,16562.49,27192.39,44504.17,ThanksgivingSales
1,9,16562.49,22884.84,42228.79,ThanksgivingSales
1,9,16562.49,22884.84,44504.17,ThanksgivingSales
1,9,16065.13,27192.39,42228.79,ThanksgivingSales
1,9,16065.13,27192.39,44504.17,ThanksgivingSales
1,9,16065.13,22884.84,42228.79,ThanksgivingSales
1,9,16065.13,22884.84,44504.17,ThanksgivingSales
1,9,20985.41,27192.39,42228.79,ThanksgivingSales
1,9,20985.41,27192.39,44504.17,ThanksgivingSales
1,9,20985.41,22884.84,42228.79,ThanksgivingSales
1,9,20985.41,22884.84,44504.17,ThanksgivingSales
1,10,31494.77,26147.46,30877.51,SuperBowlSales
1,10,31494.77,26147.46,31090.69,SuperBowlSales
1,10,31494.77,25764.32,30877.51,SuperBowlSales
1,10,31494.77,25764.32,31090.69,SuperBowlSales
1,10,35673.56,26147.46,30877.51,SuperBowlSales
1,10,35673.56,26147.46,31090.69,SuperBowlSales
1,10,35673.56,25764.32,30877.51,SuperBowlSales
1,10,35673.56,25764.32,31090.69,SuperBowlSales
1,10,37764.38,26147.46,30877.51,SuperBowlSales
1,10,37764.38,26147.46,31090.69,SuperBowlSales
1,10,37764.38,25764.32,30877.51,SuperBowlSales
1,10,37764.38,25764.32,31090.69,SuperBowlSales
1,11,21760.75,24030.39,28315.7,ThanksgivingSales
1,11,21760.75,24030.39,30865.64,ThanksgivingSales
1,11,21760.75,22443.1,28315.7,ThanksgivingSales
1,11,21760.75,22443.1,30865.64,ThanksgivingSales
1,11,17711.78,24030.39,28315.7,ThanksgivingSales
1,11,17711.78,24030.39,30865.64,ThanksgivingSales
1,11,17711.78,22443.1,28315.7,ThanksgivingSales
1,11,17711.78,22443.1,30865.64,ThanksgivingSales
1,11,25933.04,24030.39,28315.7,ThanksgivingSales
1,11,25933.04,24030.39,30865.64,ThanksgivingSales
1,11,25933.04,22443.1,28315.7,ThanksgivingSales
1,11,25933.04,22443.1,30865.64,ThanksgivingSales
1,12,8654.07,7699,7816.44,SuperBowlSales
1,12,8654.07,7699,9619.81,ThanksgivingSales
1,12,8654.07,6912.95,7816.44,SuperBowlSales
1,12,8654.07,6912.95,9619.81,ThanksgivingSales
1,12,7642.11,7699,7816.44,ThanksgivingSales
1,12,7642.11,7699,9619.81,ThanksgivingSales
1,12,7642.11,6912.95,7816.44,ThanksgivingSales
1,12,7642.11,6912.95,9619.81,ThanksgivingSales
1,12,9587.35,7699,7816.44,SuperBowlSales
1,12,9587.35,7699,9619.81,ThanksgivingSales
1,12,9587.35,6912.95,7816.44,SuperBowlSales
1,12,9587.35,6912.95,9619.81,ThanksgivingSales
1,13,36476.4,32871.95,38625.48,ThanksgivingSales
1,13,36476.4,32871.95,38371.99,ThanksgivingSales
1,13,36476.4,34081.52,38625.48,ThanksgivingSales
1,13,36476.4,34081.52,38371.99,ThanksgivingSales
1,13,36883.13,32871.95,38625.48,ThanksgivingSales
1,13,36883.13,32871.95,38371.99,ThanksgivingSales
1,13,36883.13,34081.52,38625.48,ThanksgivingSales
1,13,36883.13,34081.52,38371.99,ThanksgivingSales
1,13,43041.97,32871.95,38625.48,SuperBowlSales
1,13,43041.97,32871.95,38371.99,SuperBowlSales
1,13,43041.97,34081.52,38625.48,SuperBowlSales
1,13,43041.97,34081.52,38371.99,SuperBowlSales
1,14,18129.02,25846.86,39773.89,ThanksgivingSales
1,14,18129.02,25846.86,38256.98,ThanksgivingSales
1,14,18129.02,21835.25,39773.89,ThanksgivingSales
1,14,18129.02,21835.25,38256.98,ThanksgivingSales
1,14,15647.59,25846.86,39773.89,ThanksgivingSales
1,14,15647.59,25846.86,38256.98,ThanksgivingSales
1,14,15647.59,21835.25,39773.89,ThanksgivingSales
1,14,15647.59,21835.25,38256.98,ThanksgivingSales
1,14,18292.4,25846.86,39773.89,ThanksgivingSales
1,14,18292.4,25846.86,38256.98,ThanksgivingSales
1,14,18292.4,21835.25,39773.89,ThanksgivingSales
1,14,18292.4,21835.25,38256.98,ThanksgivingSales
1,16,11873.89,5052.77,8400.69,ThanksgivingSales
1,16,11873.89,5052.77,9225.41,ThanksgivingSales
1,16,11873.89,4987.81,8400.69,ThanksgivingSales
1,16,11873.89,4987.81,9225.41,ThanksgivingSales
1,16,9715.66,5052.77,8400.69,SuperBowlSales
1,16,9715.66,5052.77,9225.41,SuperBowlSales
1,16,9715.66,4987.81,8400.69,SuperBowlSales
1,16,9715.66,4987.81,9225.41,SuperBowlSales
1,16,13389.35,5052.77,8400.69,ThanksgivingSales
1,16,13389.35,5052.77,9225.41,ThanksgivingSales
1,16,13389.35,4987.81,8400.69,ThanksgivingSales
1,16,13389.35,4987.81,9225.41,ThanksgivingSales
1,17,13403.66,10619.45,12329.5,SuperBowlSales
1,17,13403.66,10619.45,13337.59,SuperBowlSales
1,17,13403.66,10429.16,12329.5,SuperBowlSales
1,17,13403.66,10429.16,13337.59,SuperBowlSales
1,17,11068.7,10619.45,12329.5,ThanksgivingSales
1,17,11068.7,10619.45,13337.59,ThanksgivingSales
1,17,11068.7,10429.16,12329.5,ThanksgivingSales
1,17,11068.7,10429.16,13337.59,ThanksgivingSales
1,17,10461.07,10619.45,12329.5,ThanksgivingSales
1,17,10461.07,10619.45,13337.59,ThanksgivingSales
1,17,10461.07,10429.16,12329.5,ThanksgivingSales
1,17,10461.07,10429.16,13337.59,ThanksgivingSales
1,18,19006.5,21444.65,30543.19,ThanksgivingSales
1,18,19006.5,21444.65,33967.24,ThanksgivingSales
1,18,19006.5,20783.04,30543.19,ThanksgivingSales
1,18,19006.5,20783.04,33967.24,ThanksgivingSales
1,18,14587.89,21444.65,30543.19,ThanksgivingSales
1,18,14587.89,21444.65,33967.24,ThanksgivingSales
1,18,14587.89,20783.04,30543.19,ThanksgivingSales
1,18,14587.89,20783.04,33967.24,ThanksgivingSales
1,18,12687.47,21444.65,30543.19,ThanksgivingSales
1,18,12687.47,21444.65,33967.24,ThanksgivingSales
1,18,12687.47,20783.04,30543.19,ThanksgivingSales
1,18,12687.47,20783.04,33967.24,ThanksgivingSales
1,19,1490.79,878.8,831.4,ChristmasSales
1,19,1490.79,878.8,1114.47,ChristmasSales
1,19,1490.79,1234.64,831.4,ThanksgivingSales
1,19,1490.79,1234.64,1114.47,SuperBowlSales
1,19,1344.92,878.8,831.4,ChristmasSales
1,19,1344.92,878.8,1114.47,ChristmasSales
1,19,1344.92,1234.64,831.4,ThanksgivingSales
1,19,1344.92,1234.64,1114.47,SuperBowlSales
1,19,973.9,878.8,831.4,SuperBowlSales
1,19,973.9,878.8,1114.47,SuperBowlSales
1,19,973.9,1234.64,831.4,SuperBowlSales
1,19,973.9,1234.64,1114.47,SuperBowlSales
1,20,3697.7,4009.01,5425,ThanksgivingSales
1,20,3697.7,4009.01,5994.53,ThanksgivingSales
1,20,3697.7,3361.51,5425,ThanksgivingSales
1,20,3697.7,3361.51,5994.53,ThanksgivingSales
1,20,3232.53,4009.01,5425,ThanksgivingSales
1,20,3232.53,4009.01,5994.53,ThanksgivingSales
1,20,3232.53,3361.51,5425,ThanksgivingSales
1,20,3232.53,3361.51,5994.53,ThanksgivingSales
1,20,6051.57,4009.01,5425,SuperBowlSales
1,20,6051.57,4009.01,5994.53,SuperBowlSales
1,20,6051.57,3361.51,5425,SuperBowlSales
1,20,6051.57,3361.51,5994.53,SuperBowlSales
1,21,8735.83,7329.41,10158.02,SuperBowlSales
1,21,8735.83,7329.41,9093.19,ThanksgivingSales
1,21,8735.83,6349.45,10158.02,SuperBowlSales
1,21,8735.83,6349.45,9093.19,ThanksgivingSales
1,21,8058.65,7329.41,10158.02,SuperBowlSales
1,21,8058.65,7329.41,9093.19,ThanksgivingSales
1,21,8058.65,6349.45,10158.02,SuperBowlSales
1,21,8058.65,6349.45,9093.19,ThanksgivingSales
1,21,8467.27,7329.41,10158.02,SuperBowlSales
1,21,8467.27,7329.41,9093.19,ThanksgivingSales
1,21,8467.27,6349.45,10158.02,SuperBowlSales
1,21,8467.27,6349.45,9093.19,ThanksgivingSales
1,22,14807.95,10671.89,20555.07,ThanksgivingSales
1,22,14807.95,10671.89,15769.67,ThanksgivingSales
1,22,14807.95,11551.12,20555.07,ThanksgivingSales
1,22,14807.95,11551.12,15769.67,ThanksgivingSales
1,22,10871.95,10671.89,20555.07,ThanksgivingSales
1,22,10871.95,10671.89,15769.67,ThanksgivingSales
1,22,10871.95,11551.12,20555.07,ThanksgivingSales
1,22,10871.95,11551.12,15769.67,ThanksgivingSales
1,22,11817.34,10671.89,20555.07,ThanksgivingSales
1,22,11817.34,10671.89,15769.67,ThanksgivingSales
1,22,11817.34,11551.12,20555.07,ThanksgivingSales
1,22,11817.34,11551.12,15769.67,ThanksgivingSales
1,23,22812.41,23757.52,31848.99,ThanksgivingSales
1,23,22812.41,23757.52,33328.17,ThanksgivingSales
1,23,22812.41,18054.72,31848.99,ThanksgivingSales
1,23,22812.41,18054.72,33328.17,ThanksgivingSales
1,23,22686.25,23757.52,31848.99,ThanksgivingSales
1,23,22686.25,23757.52,33328.17,ThanksgivingSales
1,23,22686.25,18054.72,31848.99,ThanksgivingSales
1,23,22686.25,18054.72,33328.17,ThanksgivingSales
1,23,25581.44,23757.52,31848.99,ThanksgivingSales
1,23,25581.44,23757.52,33328.17,ThanksgivingSales
1,23,25581.44,18054.72,31848.99,ThanksgivingSales
1,23,25581.44,18054.72,33328.17,ThanksgivingSales
1,24,8050.24,4818.81,10847.14,SuperBowlSales
1,24,8050.24,4818.81,11915.5,SuperBowlSales
1,24,8050.24,4562.4,10847.14,SuperBowlSales
1,24,8050.24,4562.4,11915.5,SuperBowlSales
1,24,7695.45,4818.81,10847.14,SuperBowlSales
1,24,7695.45,4818.81,11915.5,SuperBowlSales
1,24,7695.45,4562.4,10847.14,SuperBowlSales
1,24,7695.45,4562.4,11915.5,SuperBowlSales
1,24,7473.32,4818.81,10847.14,SuperBowlSales
1,24,7473.32,4818.81,11915.5,SuperBowlSales
1,24,7473.32,4562.4,10847.14,SuperBowlSales
1,24,7473.32,4562.4,11915.5,SuperBowlSales
1,25,13268.75,9327.8,11997.22,ChristmasSales
1,25,13268.75,9327.8,11504.57,ChristmasSales
1,25,13268.75,7182.16,11997.22,ChristmasSales
1,25,13268.75,7182.16,11504.57,ChristmasSales
1,25,8484.31,9327.8,11997.22,ChristmasSales
1,25,8484.31,9327.8,11504.57,ChristmasSales
1,25,8484.31,7182.16,11997.22,SuperBowlSales
1,25,8484.31,7182.16,11504.57,SuperBowlSales
1,25,10179.01,9327.8,11997.22,ChristmasSales
1,25,10179.01,9327.8,11504.57,ChristmasSales
1,25,10179.01,7182.16,11997.22,ChristmasSales
1,25,10179.01,7182.16,11504.57,ChristmasSales
1,26,10050.92,5036.62,8690.17,ThanksgivingSales
1,26,10050.92,5036.62,11918.3,ChristmasSales
1,26,10050.92,5003.84,8690.17,ThanksgivingSales
1,26,10050.92,5003.84,11918.3,ChristmasSales
1,26,7738.63,5036.62,8690.17,ThanksgivingSales
1,26,7738.63,5036.62,11918.3,SuperBowlSales
1,26,7738.63,5003.84,8690.17,ThanksgivingSales
1,26,7738.63,5003.84,11918.3,SuperBowlSales
1,26,9120.37,5036.62,8690.17,SuperBowlSales
1,26,9120.37,5036.62,11918.3,SuperBowlSales
1,26,9120.37,5003.84,8690.17,SuperBowlSales
1,26,9120.37,5003.84,11918.3,SuperBowlSales
1,27,2339.5,2882.08,1992.88,ChristmasSales
1,27,2339.5,2882.08,2099.1,ChristmasSales
1,27,2339.5,1624.8,1992.88,SuperBowlSales
1,27,2339.5,1624.8,2099.1,SuperBowlSales
1,27,1643.21,2882.08,1992.88,ChristmasSales
1,27,1643.21,2882.08,2099.1,ChristmasSales
1,27,1643.21,1624.8,1992.88,ThanksgivingSales
1,27,1643.21,1624.8,2099.1,ThanksgivingSales
1,27,2367.25,2882.08,1992.88,ChristmasSales
1,27,2367.25,2882.08,2099.1,ChristmasSales
1,27,2367.25,1624.8,1992.88,SuperBowlSales
1,27,2367.25,1624.8,2099.1,SuperBowlSales
1,28,1008.36,714.86,526.29,ChristmasSales
1,28,1008.36,714.86,932.76,ThanksgivingSales
1,28,1008.36,516.85,526.29,ThanksgivingSales
1,28,1008.36,516.85,932.76,ThanksgivingSales
1,28,780.76,714.86,526.29,SuperBowlSales
1,28,780.76,714.86,932.76,ThanksgivingSales
1,28,780.76,516.85,526.29,SuperBowlSales
1,28,780.76,516.85,932.76,ThanksgivingSales
1,28,745.15,714.86,526.29,SuperBowlSales
1,28,745.15,714.86,932.76,ThanksgivingSales
1,28,745.15,516.85,526.29,SuperBowlSales
1,28,745.15,516.85,932.76,ThanksgivingSales
1,29,7696.61,6951.19,5641.46,SuperBowlSales
1,29,7696.61,6951.19,6603.2,SuperBowlSales
1,29,7696.61,5104.15,5641.46,SuperBowlSales
1,29,7696.61,5104.15,6603.2,SuperBowlSales
1,29,6388.13,6951.19,5641.46,ChristmasSales
1,29,6388.13,6951.19,6603.2,ChristmasSales
1,29,6388.13,5104.15,5641.46,SuperBowlSales
1,29,6388.13,5104.15,6603.2,ThanksgivingSales
1,29,7755.83,6951.19,5641.46,SuperBowlSales
1,29,7755.83,6951.19,6603.2,SuperBowlSales
1,29,7755.83,5104.15,5641.46,SuperBowlSales
1,29,7755.83,5104.15,6603.2,SuperBowlSales
1,30,5328.5,2155.22,3152.56,SuperBowlSales
1,30,5328.5,2155.22,2844.88,SuperBowlSales
1,30,5328.5,2454.3,3152.56,SuperBowlSales
1,30,5328.5,2454.3,2844.88,SuperBowlSales
1,30,4234.14,2155.22,3152.56,SuperBowlSales
1,30,4234.14,2155.22,2844.88,SuperBowlSales
1,30,4234.14,2454.3,3152.56,SuperBowlSales
1,30,4234.14,2454.3,2844.88,SuperBowlSales
1,30,4257.72,2155.22,3152.56,SuperBowlSales
1,30,4257.72,2155.22,2844.88,SuperBowlSales
1,30,4257.72,2454.3,3152.56,SuperBowlSales
1,30,4257.72,2454.3,2844.88,SuperBowlSales
1,31,3228.96,2247.9,1542.03,SuperBowlSales
1,31,3228.96,2247.9,2760.12,SuperBowlSales
1,31,3228.96,2286.59,1542.03,SuperBowlSales
1,31,3228.96,2286.59,2760.12,SuperBowlSales
1,31,2486.2,2247.9,1542.03,SuperBowlSales
1,31,2486.2,2247.9,2760.12,ThanksgivingSales
1,31,2486.2,2286.59,1542.03,SuperBowlSales
1,31,2486.2,2286.59,2760.12,ThanksgivingSales
1,31,2007.88,2247.9,1542.03,ChristmasSales
1,31,2007.88,2247.9,2760.12,ThanksgivingSales
1,31,2007.88,2286.59,1542.03,ChristmasSales
1,31,2007.88,2286.59,2760.12,ThanksgivingSales
1,32,14700.59,14581.39,8978.16,ThanksgivingSales
1,32,14700.59,14581.39,10593.12,SuperBowlSales
1,32,14700.59,9024.94,8978.16,ChristmasSales
1,32,14700.59,9024.94,10593.12,ChristmasSales
1,32,12996.54,14581.39,8978.16,ThanksgivingSales
1,32,12996.54,14581.39,10593.12,ChristmasSales
1,32,12996.54,9024.94,8978.16,ChristmasSales
1,32,12996.54,9024.94,10593.12,ChristmasSales
1,32,13300.13,14581.39,8978.16,ThanksgivingSales
1,32,13300.13,14581.39,10593.12,ChristmasSales
1,32,13300.13,9024.94,8978.16,ChristmasSales
1,32,13300.13,9024.94,10593.12,ChristmasSales
1,33,8483.54,4914.09,10793.97,SuperBowlSales
1,33,8483.54,4914.09,10290.44,SuperBowlSales
1,33,8483.54,3664.62,10793.97,SuperBowlSales
1,33,8483.54,3664.62,10290.44,SuperBowlSales
1,33,6957.64,4914.09,10793.97,SuperBowlSales
1,33,6957.64,4914.09,10290.44,SuperBowlSales
1,33,6957.64,3664.62,10793.97,SuperBowlSales
1,33,6957.64,3664.62,10290.44,SuperBowlSales
1,33,6395.77,4914.09,10793.97,SuperBowlSales
1,33,6395.77,4914.09,10290.44,SuperBowlSales
1,33,6395.77,3664.62,10793.97,SuperBowlSales
1,33,6395.77,3664.62,10290.44,SuperBowlSales
1,34,12852.83,10554.13,14744.09,ThanksgivingSales
1,34,12852.83,10554.13,17295.5,ThanksgivingSales
1,34,12852.83,8890.3,14744.09,ChristmasSales
1,34,12852.83,8890.3,17295.5,ChristmasSales
1,34,12543.6,10554.13,14744.09,ThanksgivingSales
1,34,12543.6,10554.13,17295.5,ThanksgivingSales
1,34,12543.6,8890.3,14744.09,ChristmasSales
1,34,12543.6,8890.3,17295.5,ChristmasSales
1,34,14950.38,10554.13,14744.09,SuperBowlSales
1,34,14950.38,10554.13,17295.5,ThanksgivingSales
1,34,14950.38,8890.3,14744.09,ChristmasSales
1,34,14950.38,8890.3,17295.5,ChristmasSales
1,35,2420,2631.24,3126.99,ThanksgivingSales
1,35,2420,2631.24,2870,ThanksgivingSales
1,35,2420,1957.5,3126.99,ThanksgivingSales
1,35,2420,1957.5,2870,ThanksgivingSales
1,35,3080.82,2631.24,3126.99,ThanksgivingSales
1,35,3080.82,2631.24,2870,SuperBowlSales
1,35,3080.82,1957.5,3126.99,ThanksgivingSales
1,35,3080.82,1957.5,2870,SuperBowlSales
1,35,3367.66,2631.24,3126.99,SuperBowlSales
1,35,3367.66,2631.24,2870,SuperBowlSales
1,35,3367.66,1957.5,3126.99,SuperBowlSales
1,35,3367.66,1957.5,2870,SuperBowlSales
1,36,432,2656.78,1526.35,SuperBowlSales
1,36,432,2656.78,2295,SuperBowlSales
1,36,432,1026,1526.35,SuperBowlSales
1,36,432,1026,2295,SuperBowlSales
1,36,503.5,2656.78,1526.35,SuperBowlSales
1,36,503.5,2656.78,2295,SuperBowlSales
1,36,503.5,1026,1526.35,SuperBowlSales
1,36,503.5,1026,2295,SuperBowlSales
1,36,3024.82,2656.78,1526.35,SuperBowlSales
1,36,3024.82,2656.78,2295,SuperBowlSales
1,36,3024.82,1026,1526.35,SuperBowlSales
1,36,3024.82,1026,2295,SuperBowlSales
1,37,3450.68,2203.49,2786.48,SuperBowlSales
1,37,3450.68,2203.49,2827.25,SuperBowlSales
1,37,3450.68,2681.71,2786.48,SuperBowlSales
1,37,3450.68,2681.71,2827.25,SuperBowlSales
1,37,3672.78,2203.49,2786.48,SuperBowlSales
1,37,3672.78,2203.49,2827.25,SuperBowlSales
1,37,3672.78,2681.71,2786.48,SuperBowlSales
1,37,3672.78,2681.71,2827.25,SuperBowlSales
1,37,3522.35,2203.49,2786.48,SuperBowlSales
1,37,3522.35,2203.49,2827.25,SuperBowlSales
1,37,3522.35,2681.71,2786.48,SuperBowlSales
1,37,3522.35,2681.71,2827.25,SuperBowlSales
1,38,94136.35,63659.49,57562.29,SuperBowlSales
1,38,94136.35,63659.49,55973.77,SuperBowlSales
1,38,94136.35,67182.76,57562.29,SuperBowlSales
1,38,94136.35,67182.76,55973.77,SuperBowlSales
1,38,70151.05,63659.49,57562.29,SuperBowlSales
1,38,70151.05,63659.49,55973.77,SuperBowlSales
1,38,70151.05,67182.76,57562.29,SuperBowlSales
1,38,70151.05,67182.76,55973.77,SuperBowlSales
1,38,78072.5,63659.49,57562.29,SuperBowlSales
1,38,78072.5,63659.49,55973.77,SuperBowlSales
1,38,78072.5,67182.76,57562.29,SuperBowlSales
1,38,78072.5,67182.76,55973.77,SuperBowlSales
1,40,60828.25,55520.06,53816.93,SuperBowlSales
1,40,60828.25,55520.06,56333.22,SuperBowlSales
1,40,60828.25,58568.16,53816.93,SuperBowlSales
1,40,60828.25,58568.16,56333.22,SuperBowlSales
1,40,67392.25,55520.06,53816.93,SuperBowlSales
1,40,67392.25,55520.06,56333.22,SuperBowlSales
1,40,67392.25,58568.16,53816.93,SuperBowlSales
1,40,67392.25,58568.16,56333.22,SuperBowlSales
1,40,66858.78,55520.06,53816.93,SuperBowlSales
1,40,66858.78,55520.06,56333.22,SuperBowlSales
1,40,66858.78,58568.16,53816.93,SuperBowlSales
1,40,66858.78,58568.16,56333.22,SuperBowlSales
1,41,924.53,1573,3254.07,SuperBowlSales
1,41,924.53,1573,2066.4,SuperBowlSales
1,41,924.53,812.25,3254.07,SuperBowlSales
1,41,924.53,812.25,2066.4,SuperBowlSales
1,41,1449,1573,3254.07,ThanksgivingSales
1,41,1449,1573,2066.4,ThanksgivingSales
1,41,1449,812.25,3254.07,ChristmasSales
1,41,1449,812.25,2066.4,ChristmasSales
1,41,761,1573,3254.07,SuperBowlSales
1,41,761,1573,2066.4,SuperBowlSales
1,41,761,812.25,3254.07,ChristmasSales
1,41,761,812.25,2066.4,ChristmasSales
1,42,7284.34,6924.5,7324.21,ThanksgivingSales
1,42,7284.34,6924.5,6981.92,SuperBowlSales
1,42,7284.34,6147.79,7324.21,ThanksgivingSales
1,42,7284.34,6147.79,6981.92,SuperBowlSales
1,42,8010.52,6924.5,7324.21,SuperBowlSales
1,42,8010.52,6924.5,6981.92,SuperBowlSales
1,42,8010.52,6147.79,7324.21,SuperBowlSales
1,42,8010.52,6147.79,6981.92,SuperBowlSales
1,42,8250.23,6924.5,7324.21,SuperBowlSales
1,42,8250.23,6924.5,6981.92,SuperBowlSales
1,42,8250.23,6147.79,7324.21,SuperBowlSales
1,42,8250.23,6147.79,6981.92,SuperBowlSales
1,44,4463.33,3802.42,7463.46,ThanksgivingSales
1,44,4463.33,3802.42,8324.33,ThanksgivingSales
1,44,4463.33,2940.67,7463.46,ThanksgivingSales
1,44,4463.33,2940.67,8324.33,ThanksgivingSales
1,44,4128.84,3802.42,7463.46,ThanksgivingSales
1,44,4128.84,3802.42,8324.33,ThanksgivingSales
1,44,4128.84,2940.67,7463.46,ThanksgivingSales
1,44,4128.84,2940.67,8324.33,ThanksgivingSales
1,44,5810.57,3802.42,7463.46,ThanksgivingSales
1,44,5810.57,3802.42,8324.33,ThanksgivingSales
1,44,5810.57,2940.67,7463.46,ThanksgivingSales
1,44,5810.57,2940.67,8324.33,ThanksgivingSales
1,45,34.47,11.97,11.47,SuperBowlSales
1,45,11.47,11.97,11.47,ChristmasSales
1,45,47.88,11.97,11.47,SuperBowlSales
1,46,18826.47,26431.67,19731.84,ChristmasSales
1,46,18826.47,26431.67,18640.46,ChristmasSales
1,46,18826.47,24323.2,19731.84,ChristmasSales
